Title,Year,Genre,Plot,Language,Poster,IMDBRating,Director,Production,Error
Washington's Armor: The Journey,2022,"36, 18",Follows the trajectory of George Washington as a boy and a young man as he develops his relationships and ideals.,en,https://image.tmdb.org/t/p/w500/gzEjbxKLJSBi5BD1oLTlad5VjE.jpg,2,Tammy Lane,"Capernaum Studios, Tammy Lane Productions",
Gangubai Kathiawadi,2022,"80, 18, 36","Duped and sold to a brothel, a young woman fearlessly reclaims her power, using underworld connections to preside over the world she was once a pawn in.",hi,https://image.tmdb.org/t/p/w500/wHPEKlzg7CaJFCjWlMdZKpCRIDl.jpg,7.4,Sanjay Leela Bhansali,"Bhansali Productions, Pen Studios",
Satria Dewa: Gatotkaca,2022,"28, 12, 18","Realizing that he’s the lineal descendant of Gatotkaca from Pandawa family, Satrio must fight his way to unlock the power lies inside him and face Aswatama, the remaining Kurawa warrior who lives on to destroy the world by changing the history of Bharatayudha.",id,https://image.tmdb.org/t/p/w500/tbx0zPMcbPlhGALf1XzAw3CzKMT.jpg,6.4,Hanung Bramantyo,"Satria Dewa Studio, Caravan Studio, Magma Entertainment, Lumine Studio",
Honey Trap,2022,28,Russian spies pursue the only copy of a new anti-piracy software.,en,https://image.tmdb.org/t/p/w500/mS80gC7cQyHdQRHoWx0qaITw21d.jpg,0,Tom Hillery,"Starlight Productions, Jagged Edge Productions",
Ink & Linda,2022,99,A documentary chronicling the unexpected kinship between a dancer in her 70s and an urban artist in his 20s as they take over Los Angeles with their movement street art.,en,https://image.tmdb.org/t/p/w500/pRVd1B1Gv0rvwMECeTWKQ4zdZ4i.jpg,0,Stuart C. Paul,,
Paul Keller - Stille im Schrei,2022,18,"Paul Keller lives in a bombed-out city in the post-war year of 1952. He did not know his father and his mother is no longer there. Paul finds one day the missing person report of a young girl. He goes to Inspector Holler and claims that he knows the girl. But in the course of the conversation, Paul always seems less credible. He is sent out by the inspector. Does Paul actually have anything to do with the missing girl or does he seek recognition in a lost world? When he meets young Ingrid and falls in love with her, the story turns in an uncontrollable and surprising direction. The film ""Paul Keller - Silence in Scream"" is produced by Frame Store Film and Entertainment GmbH on 16mm film. Director Axel Loh focuses on the ""old school"" look in the style of the 50s films. For this reason, he uses Beaulieau R16 series cameras from the '60s, which exactly reflect the look of this time. In addition, old footage is used, which shows street scenes and ruins of the post-war period.",de,https://image.tmdb.org/t/p/w500/wMCo2Lv4d3OJcD4FwT1JMUWjnnl.jpg,0,Axel Loh,,
We Need to Talk,2022,"35, 18","A self-absorbed celebrity gamer, who speaks to millions of fans every day, has to figure out how to talk to the people in his life before he loses them.",en,https://image.tmdb.org/t/p/w500/eMN1vw7203oxYdcm7qvmNl3BRgF.jpg,3.3,Todd Wolfe,,
Shut In,2022,"53, 27, 18",A young single mother is held captive along with her two children by a violent ex and must plot their escape before it’s too late.,en,https://image.tmdb.org/t/p/w500/b5ug4LyLQFeR6azAJyIPBQz5ur9.jpg,6.8,D. J. Caruso,"Bonfire Legend, Voltage Pictures, The Daily Wire",
The Cran,N/A,53,"After reconnecting with his unstable high-school ex, a failed comedian becomes complicit in an absurd revenge crusade that puts him in the crosshairs of a rural cult.",en,https://image.tmdb.org/t/p/w500/grXFas46N2wXVyMfz7akBUPA2Ub.jpg,6,Tyler Savino,,
Fate of the Night,2022,"18, 27, 53","After witnessing the horrific death of a young woman, the Harris family must face the psychological consequences of leaving her to die.",en,https://image.tmdb.org/t/p/w500/zXJXmotXHgbsstckmoJL30hQcY2.jpg,0,Thibul Nettle,"Firestick Films, Scuti Productions",
Neues in Wittstock,1992,99,Sixth Wittstock film.,de,N/A,0,Volker Koepp,DEFA-Studio für Wochenschau und Dokumentarfilme,
Tsuru-Henry,1998,,"Tsuru is a roving broadcaster and collector of singing-and-dancing DNA samples, kept in her lunchbox. One day she finds an abandoned script (its penniless author has fled to Taiwan in search of a woman) and so she moves into the writer's house and sets about staging it as a play.",ja,https://image.tmdb.org/t/p/w500/vWjgnLAgcGHQR4r6OIfszSSHbnw.jpg,0,Gō Takamine,,
The Curse,2021,27,"While out for a walk in the countryside, Marina and Juvenal stop to take some pictures in front of an old woman’s house. Annoyed, the old woman turns out to be a witch and casts a curse on the young couple in the form of a wound that feeds on raw flesh.",pt,https://image.tmdb.org/t/p/w500/4WJRi7O51eQgt19CwH71bQICKIR.jpg,0,José Mojica Marins,"Produções Cinematográficas Zé do Caixão, Heco Produções",
Mortal Kombat,2021,"28, 14, 12","Washed-up MMA fighter Cole Young, unaware of his heritage, and hunted by Emperor Shang Tsung's best warrior, Sub-Zero, seeks out and trains with Earth's greatest champions as he prepares to stand against the enemies of Outworld in a high stakes battle for the universe.",en,https://image.tmdb.org/t/p/w500/ybrX94xQm8lXYpZAPRmwD9iIbWP.jpg,7.033,Simon McQuoid,"Atomic Monster, Broken Road Productions, New Line Cinema",
Tom Clancy's Without Remorse,2021,"28, 53, 10752",An elite Navy SEAL uncovers an international conspiracy while seeking justice for the murder of his pregnant wife.,en,https://image.tmdb.org/t/p/w500/6GCOpT8QcNzup09TAMmvvk22LTR.jpg,6.976,Stefano Sollima,"Weed Road Pictures, Outlier Society, The Saw Mill, Paramount Pictures, New Republic Pictures, Skydance Media",
Jungle Cruise,2021,"14, 12","Dr. Lily Houghton enlists the aid of wisecracking skipper Frank Wolff to take her down the Amazon in his dilapidated boat. Together, they search for an ancient tree that holds the power to heal – a discovery that will change the future of medicine.",en,https://image.tmdb.org/t/p/w500/9dKCd55IuTT5QRs989m9Qlb7d2B.jpg,7.4,Jaume Collet-Serra,"Walt Disney Pictures, Seven Bucks Productions, Davis Entertainment, Flynn Picture Company",
Army of the Dead,2021,"28, 80, 27","Following a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble: venturing into the quarantine zone to pull off the greatest heist ever attempted.",en,https://image.tmdb.org/t/p/w500/z8CExJekGrEThbpMXAmCFvvgoJR.jpg,6.231,Zack Snyder,The Stone Quarry,
A Journal for Jordan,2021,"18, 10749","Based on the true story of First Sergeant Charles Monroe King, a soldier deployed to Iraq begins to keep a journal of love and advice for his infant son. Back at home, senior New York Times editor Dana Canedy revisits the story of her unlikely, life-altering relationship with King and his enduring devotion to her and their child.",en,https://image.tmdb.org/t/p/w500/t8xX6kYZj6y0XIxniJdFmaFkvp1.jpg,7,Denzel Washington,"Outlier Society, Escape Artists, Bron Studios, Columbia Pictures, Creative Wealth Media Finance, Mundy Lane Entertainment",
Celts,2022,18,"Belgrade in 1993. The pent-up tension of uncertain times is released at a children’s birthday party. While the kids celebrate in the living room dressed up as Ninja Turtles, the adults discuss, flirt, smoke and drink in the kitchen.",sr,https://image.tmdb.org/t/p/w500/lY88luzoVooCrjjVphUa47z4JUR.jpg,5.6,Milica Tomović,EED//Productions,
Chinese Speaking Vampires,2021,"28, 35, 27","Tony, a desperate actor who becomes a vampire and uses his new powers to land a movie role and the girl, but soon he must choose between life and the undead.",en,https://image.tmdb.org/t/p/w500/7LwJTDEypJTgaifLbCchS3PvOdI.jpg,6,Randy Kent,Kung Pao Pictures,
F-Word,2020,35,A junior high school teacher's other life is exposed and threatened by a small-minded parent.,en,https://image.tmdb.org/t/p/w500/cqhEwD9A6CBdVBXcnMuHPOrYmK1.jpg,4.5,Heidi Germaine Schnappauf,,
Preman,2021,"18, 80, 28","A deaf criminal with a traumatic past and his son must fight their way out of their small Indonesian village after witnessing a horrible murder, pitting the gangster against the mob outfit that employed him.",id,https://image.tmdb.org/t/p/w500/gGLN8P0EF2gkGtvglH3DeX2uM7H.jpg,4.5,Randolph Zaini,Introversy,
Uljanenko Uncensored,2021,99,"A documentary feature film about Oles Uljanenko, an author and cult figure of Ukrainian post-Soviet culture. His works were banned by Ukrainian authorities having judged them as pornographic and as ones that should be destroyed.",uk,https://image.tmdb.org/t/p/w500/6jkyeohVap2001ABi9lPQQm9k9V.jpg,0,Yuliya Shashkova,,
Mr. Nelson on the North Side,2021,99,"Music icons including Chuck D, Orianthi, and Chaka Khan recount never-before-told stories of Prince the performer and Prince the man, and how his unique creativity, in turn, inspired them to do their best work.",en,https://image.tmdb.org/t/p/w500/b5nhmtDOA5sZ1TkIjYDsihoPRBM.jpg,6.5,Eric Wiegand,,
The Little Things,2021,"18, 80, 53","Deputy Sheriff Joe ""Deke"" Deacon joins forces with Sgt. Jim Baxter to search for a serial killer who's terrorizing Los Angeles. As they track the culprit, Baxter is unaware that the investigation is dredging up echoes of Deke's past, uncovering disturbing secrets that could threaten more than his case.",en,https://image.tmdb.org/t/p/w500/tLO1aD1ghdtVMT32z2sRmzgYKYd.jpg,6.333,John Lee Hancock,"Warner Bros. Pictures, Gran Via Productions",
Howard’s Mill,2021,"27, 9648, 80",An abandoned piece of farmland in rural Tennessee may hold the key to multiple missing person cases spanning over forty years.,en,https://image.tmdb.org/t/p/w500/4LaLcDXB3sbAinszQtkR3qbwOeZ.jpg,6.2,Shannon Houchins,Hideout Pictures,
Everything I Ever Wanted To Tell My Daughter About Men,2022,,A woman tells her daughter about every man she’s ever been with – in the hope her daughter won’t make the same mistakes.,en,https://image.tmdb.org/t/p/w500/ziK32RC0YBGmhsWNYiTLeyYasK0.jpg,0,Lorien Haynes,,
Clean,2022,"80, 28, 18","Tormented by a past life, garbage man Clean attempts a life of quiet redemption. But when his good intentions mark him a target of a local crime boss, Clean is forced to reconcile with the violence of his past.",en,https://image.tmdb.org/t/p/w500/kRpKJstAW7DsoPAEBW2Kk1uD9Q6.jpg,6.3,Paul Solet,Fable House,
The Humans,2021,18,"Erik Blake has gathered three generations of his Pennsylvania family to celebrate Thanksgiving at his daughter’s apartment in lower Manhattan. As darkness falls outside and eerie things start to go bump in the night, the group’s deepest fears are laid bare.",en,https://image.tmdb.org/t/p/w500/gQsDWmkvzzJxlrc3HCqkfQRH11.jpg,6.1,Stephen Karam,"A24, IAC Films",
Bertha Lutz: Women and the U.N. Charter,2021,99,BERTHA LUTZ: WOMEN AND THE U.N. CHARTER reveals the important and unknown role of a Brazilian biologist and feminist in ensuring that gender issues were addressed at the basis of the United Nations.,pt,https://image.tmdb.org/t/p/w500/eQeKLgP00esEo5lUOZCNHYL6HYC.jpg,10,Tatiana Issa,"Producing Partners, HBO Documentary Films",
Impossible Things,2021,"10751, 18","After the death of her abusive husband, Matilde finds her new best friend in Miguel, her young, insecure, and disoriented neighbor.",es,https://image.tmdb.org/t/p/w500/t2Ew8NZ8Ci2kqmoecZUNQUFDJnQ.jpg,8.4,Ernesto Contreras,"Agencia SHA, Alebrije Producciones, Videocine",
Pure White,2021,18,"Vural, a husband and a father who was raised in faith, leads a seemingly pious and conformist life. But everything takes a sudden dark turn when he finds out a truth about his personal life.",tr,https://image.tmdb.org/t/p/w500/10wvu8nETljF0hSTpn9jLKnr97T.jpg,5.7,Necip Caghan Ozdemir,"Ganador Productions, Visual Focus Film Works&Entertainment",
Desert Moon,N/A,,A vicious animal attack reignites painful memories for a small town Sheriff as he attempts to find justice for a crime spree that occurred twenty-five years prior. He encounters a married couple on a romantic getaway and the hitchhiker they've picked up as their world's collide under the DESERT MOON.,en,N/A,0,N/A,,
Fear of Rain,2021,"53, 27, 18","A teenage girl living with schizophrenia begins to suspect her neighbor has kidnapped a child. Her parents try desperately to help her live a normal life, without exposing their own tragic secrets, and the only person who believes her is Caleb – a boy she isn’t even sure exists.",en,https://image.tmdb.org/t/p/w500/5hmaACPJfI2M0v38DeltW3dSggT.jpg,7,Castille Landon,"Pinstripe Productions, Sweet Tomato Films, Zero Gravity Management, Hungry Bull Productions, Mirror Image Films, Voltage Pictures",
One Moment,2021,"35, 18",Middle-age siblings struggle to manage their lives while caring for their recently widowed aging father.,en,https://image.tmdb.org/t/p/w500/jyg3H4BuX61skUnIU56lhmheQ6g.jpg,6.2,Deirdre O'Connor,Little Red Purse Productions,
